ID,作品名,成立年,性別,y,x1_gender
746,NA,,女,1,0
747,NA,,女,1,0
748,NA,,女,1,0
749,NA,,女,1,0
750,NA,,女,1,0
751,NA,,女,1,0
752,NA,,女,1,0
753,NA,,女,1,0
754,NA,,女,1,0
755,NA,,女,1,0
756,NA,,女,1,0
757,NA,,女,1,0
758,NA,,女,1,0
759,NA,,女,1,0
760,NA,,女,1,0
761,NA,,女,1,0
762,NA,,女,1,0
763,NA,,女,1,0
764,NA,,女,1,0
765,NA,,女,1,0
766,NA,,女,1,0
767,NA,,女,1,0
768,NA,,女,1,0
769,NA,,女,1,0
770,NA,,女,1,0
771,NA,,女,1,0
772,NA,,女,1,0
773,NA,,女,1,0
774,NA,,女,1,0
775,NA,,女,1,0
776,NA,,女,1,0
777,NA,,女,1,0
778,NA,,女,1,0
779,NA,,女,1,0
780,NA,,女,1,0
781,NA,,女,1,0
782,NA,,女,1,0
783,NA,,女,1,0
784,NA,,女,1,0
785,NA,,女,1,0
786,NA,,女,1,0
787,NA,,女,1,0
788,NA,,女,1,0
789,NA,,女,1,0
790,NA,,女,1,0
791,NA,,女,1,0
792,NA,,女,1,0
793,NA,,女,1,0
794,NA,,女,1,0
795,NA,,女,1,0
796,NA,,女,1,0
797,NA,,女,1,0
798,NA,,女,1,0
799,NA,,女,1,0
800,NA,,女,1,0
801,NA,,女,1,0
802,NA,,女,1,0
803,NA,,女,1,0
804,NA,,女,1,0
805,NA,,女,1,0
806,NA,,女,1,0
807,NA,,女,1,0
808,NA,,女,1,0
809,NA,,女,1,0
810,NA,,女,1,0
811,NA,,女,1,0
812,NA,,女,1,0
813,NA,,女,1,0
814,NA,,女,1,0
815,NA,,女,1,0
816,NA,,女,1,0
817,NA,,女,1,0
818,NA,,女,1,0
819,NA,,女,1,0
820,NA,,女,1,0
821,NA,,女,1,0
822,NA,,女,1,0
823,NA,,女,1,0
824,NA,,女,1,0
825,NA,,女,1,0
826,NA,,女,1,0
827,NA,,女,1,0
828,NA,,女,1,0
829,NA,,女,1,0
830,NA,,女,1,0
831,NA,,女,1,0
832,NA,,女,1,0
833,NA,,女,1,0
834,NA,,女,1,0
835,NA,,女,1,0
836,NA,,女,1,0
837,NA,,女,1,0
838,NA,,女,1,0
839,NA,,女,1,0
840,NA,,女,1,0
841,NA,,女,1,0
842,NA,,女,1,0
843,NA,,女,1,0
844,NA,,女,1,0
845,NA,,女,1,0
846,NA,,女,1,0
847,NA,,女,1,0
848,NA,,女,1,0
849,NA,,女,1,0
850,NA,,女,1,0
851,NA,,女,1,0
852,NA,,女,1,0
853,NA,,女,1,0
854,NA,,女,1,0
855,NA,,女,1,0
856,NA,,女,1,0
857,NA,,女,1,0
858,NA,,女,1,0
859,NA,,女,1,0
860,NA,,女,1,0
861,NA,,女,1,0
862,NA,,女,1,0
863,NA,,女,1,0
864,NA,,女,1,0
865,NA,,女,1,0
866,NA,,女,1,0
867,NA,,女,1,0
868,NA,,女,1,0
869,NA,,女,1,0
870,NA,,女,1,0
871,NA,,女,1,0
872,NA,,女,1,0
873,NA,,女,1,0
874,NA,,女,1,0
875,NA,,女,1,0
876,NA,,女,1,0
877,NA,,女,1,0
878,NA,,女,1,0
879,NA,,女,1,0
880,NA,,女,1,0
881,NA,,女,1,0
882,NA,,女,1,0
883,NA,,女,1,0
884,NA,,女,1,0
885,NA,,女,1,0
886,NA,,女,1,0
887,NA,,女,1,0
888,NA,,女,1,0
889,NA,,女,1,0
890,NA,,女,1,0
891,NA,,女,1,0
892,NA,,女,1,0
893,NA,,女,1,0
894,NA,,女,1,0
895,NA,,女,1,0
896,NA,,女,1,0
897,NA,,女,1,0
898,NA,,女,1,0
899,NA,,女,1,0
900,NA,,女,1,0
901,NA,,女,1,0
902,NA,,女,1,0
903,NA,,女,1,0
904,NA,,女,1,0
905,NA,,女,1,0
